search_postcode,search_radius,date_scraped,date_posted,valid_until,job_id,job_title,job_type,location,contact_name,start_date,salary_min,listed_on,recruiter,recruiter_url,job_reference,url,job_description,job_skills,addressLocality,addressRegion,postalCode,addressCountry
W4 2LP,[5],2018-11-28 21:43:55,2018-11-26,2018-12-26T00:00,2602450,"Product Owner - Ecommerce, London",FULL_TIME,"London,Greater London,WC2H,GB",Adrienne Ramsay,,NA,2018-11-26,Energon Global,http://,2141_1543256131,https://www.technojobs.co.uk/job/2602450/product-owner-ecommerce-london/,"Product Owner - Ecommerce - London 

My client are a leading online gaming and gambling company, based in Central London. They are looking for a Product Owner to help form a brand new team, which will be focused around improving the acquisition of new customers. The Product Owner will be taking responsibility for improving registration success rates, and will take ownership of the homepage, landing pages and registration process. 

As they are looking to redesign and revamp the above areas, the successful candidate will have the chance to have a real influence on what their websites come to look like going forward. 

What you will need

 * Previous Product Owner experience
 * Customer facing/ecommerce product experience
 * Played a key part in driving traffic to a site
 * Prior experience with A/B testing, making data driven decisions and web analytics
 * Ability to be a self starter
 * Creative mind with a vision
 * Solution focused approach to team disputes/disagreements
 * Understanding and experience of software methodologies

If you'd be interested to hear more, please apply with a copy of your CV and I will be in touch!",software,London,Greater London,WC2H,GB
W4 2LP,[5],2018-11-28 21:43:55,2018-11-27,2018-12-27T00:00,2602884,"Product Owner - B2C - Permanent, London",FULL_TIME,"London,Greater London,WC2H,GB",Adrienne Ramsay,,NA,2018-11-27,Energon Global,http://,2141_1543336264,https://www.technojobs.co.uk/job/2602884/product-owner-b2c-permanent-london/,"Product Owner - B2C - London 

My client are a leading online gaming and gambling company, based in Central London. They are looking for a Product Owner to help form a brand new team, which will be focused around improving the acquisition of new customers. The Product Owner will be taking responsibility for improving registration success rates, and will take ownership of the homepage, landing pages and registration process. 

As they are looking to redesign and revamp the above areas, the successful candidate will have the chance to have a real influence on what their websites come to look like going forward. 

What you will need

 * Previous Product Owner experience
 * Customer facing/ecommerce product experience
 * Played a key part in driving traffic to a site
 * Prior experience with A/B testing, making data driven decisions and web analytics
 * Ability to be a self starter
 * Creative mind with a vision
 * Solution focused approach to team disputes/disagreements
 * Understanding and experience of software methodologies

If you'd be interested to hear more, please apply with a copy of your CV and I will be in touch!","b2c,software",London,Greater London,WC2H,GB
W4 2LP,[5],2018-11-28 21:43:55,2018-11-26,2018-12-26T00:00,2602198,Senior Full Stack Software Engineer - London,FULL_TIME,"London,Greater London,WC2H,GB",Adrienne Ramsay,,NA,2018-11-26,Energon Global,http://,0211_1543233677,https://www.technojobs.co.uk/job/2602198/senior-full-stack-software-engineer-london/,"Senior Full Stack Software Engineer - Permanent - London

My client are a leading name within sports betting technology and trading. Having a presence in two different divisions, the company employ almost 300 staff, who are all predominantly based at their London HQ.

They are looking for a Full Stack Software Engineer to contribute to the success of a broad range of products as part of their on going application development in the B2C channels development team. Their products are web based, deployed to both public and private clouds and are written mostly in C#, but they also contain a variety of open source technologies including MongoDB, Postgres, Aerospike, ElasticSearch and RabbitMQ.

They are looking for developers who are keen to learn, get exposure to a wide range of tech, want to work on an industry leading platform and have a passion for writing quality testable code and enjoy working in a continuous delivery environment. You will be joining a team of highly regarded engineers, and you will thrive on getting involved across the full stack of tech. 

The successful candidate will develop and maintain software for a variety of business functions, ranging from high traffic high transaction customer facing websites across desktop and mobile, and a highly functional line of business applications, and middleware integration's across all tiers. 

What you will need:

 * Strong web development with HTML 5, CSS2/3, object oriented JavaScript and design patterns
 * Practical understanding of UI design patterns 
 * Experience with REST-based services and JSON
 * Experience working with responsive mobile web applications
 * High competency in developing service oriented software in .NET 4.0 or higher with C#
 * Strong C# technical skills
 * Good knowledge of CMS with time critical data that changes frequently on a high traffic website

If you'd be interested to find out more, please don't hesitate to apply with a copy of your CV and I will be in touch.","software,engineer,middleware,ui,b2c,javascript,html,cms,.net,csharp",London,Greater London,WC2H,GB
W4 2LP,[5],2018-11-28 21:43:56,2018-11-26,2018-12-26T00:00,2602212,Software Engineer - Integration - London,FULL_TIME,"London,Greater London,WC2H,GB",Adrienne Ramsay,,NA,2018-11-26,Energon Global,http://,7722_1543234951,https://www.technojobs.co.uk/job/2602212/software-engineer-integration-london/,"Software Engineer - Integration - London

My client are a leading name within sports betting technology and trading. Having a presence in two different divisions, the company employ almost 300 staff, who are all predominantly based at their London HQ. They have market leading skills in data management, modelling, pricing and sports trading. 

You will be working on 'Connect', their award winning cloud based sports pricing platform which allows customers to take automated pre and in-play pricing, and manually use our real time quantitative models over the web to predict the outcome of a range of sports events, delivered in real time through a RESTful based API and streamed via AMQP and rich web application.

This position is a technical role which requires an excellent understanding of how things work, they aren't looking for a coder but a software engineer. You will be responsible for building a new .Net Core solution for low latency price processing. As well as improving the architecture of existing components and update their deployment process to be container based. You will also build out example code and applications which showcase the best integration principles to customers who are new to the system.

What they are looking for:

 * Someone who enjoys responsibility and solving problems. Willing to go the extra mile to get things done and are passionate about what they do
 * Solid understanding and demonstrable experience of C#/.net/.net core deployment (if you're at home in other mainstream languages but like the sound of what they're doing, get in touch)
 * Willing to learn, try new approaches and engage with the team who will challenge your skills

It would be a bonus if you had:

 * Understanding of Actor patterns
 * Understanding RabbitMQ/AMQP
 * TDD
 * Understanding of concurrency and distributed systems
 * Understand the concepts of REST and HATEOS
 * Experience with Git and Github
 * A passion for sport 
 * Knowledge of scripting languages i.e. Python/Powershell",".net,software,engineer,restful,architecture,cloud,rest,python,amqp,csharp,powershell,rabbitmq",London,Greater London,WC2H,GB
W4 2LP,[5],2018-11-28 21:43:56,2018-11-26,2018-12-26T00:00,2602310,Risk Assessor - Legionella ,FULL_TIME,"Twickenham,Greater London,TW1,GB",Daniel Brady,ASAP,[25000],2018-11-26,Rise Technical Recruitment Ltd,http://www.risetechnicalrecruitment.co.uk,RTRWET1_1543248488,https://www.technojobs.co.uk/job/2602310/risk-assessor-legionella/,"Risk Assessor - Legionella

&pound;22,000 - &pound;25,000 + Car + 28 day's holiday + Company benefits + Progression

South West London Area

Are you a Legionella Risk Assessor looking to join a rapidly expanding company in a role where you will play a key part in their ongoing success whilst working towards career progression?

On offer is a fantastic opportunity to play an important role in a variety of interesting projects for high profile clients. You will be given the opportunity to showcase your skills whilst developing them further.

This company are National leaders in the water and process industries. They operate in a number of markets across the UK.

This position would suit a Legionella Risk Assessor with experience in water treatment and plant looking for a role offering overtime and progression.

The Role

- Legionella Risk assessment 
- Covering a London city area

The Person

-Legionella Risk Assessor knowledge
- Previous Water Treatment and plant experience

Water Treatment, London, South East England, TMV, RO, De-Ionisation, Softener Installation, Risk, Risk Assessment, Legionella Risk Assessor

To apply for this role or for to be considered for further roles, please click Apply Now or contact Dan Brady at Rise Technical Recruitment.",risk,Twickenham,Greater London,TW1,GB
W4 2LP,[5],2018-11-28 21:43:56,2018-11-13,2018-12-13T00:00,2596837,INTERNAL AUDIT MANAGER,FULL_TIME,"West London,Greater London,W12,GB",Hayley Morris,ASAP,[68000],2018-11-13,Goodman Masson,http://,HM131118_1542128681,https://www.technojobs.co.uk/job/2596837/internal-audit-manager/,"INTERNAL AUDIT MANAGER
 WEST LONDON

&pound;68,000 + PACKAGE

 

One of the most globally recognised brands within the travel and leisure industry, based in West London is looking for an INTERNAL AUDIT MANAGER to join the team to oversee and manage financial, operational (process) and field audits.

 

As the IT Audit Manager, you will have a variety of exciting responsibilities enabling you to oversee audits across the Group. From auditing processes, implementation projects, a wide range of technologies, presenting findings and forging strong relationships you will be managing the end to end audit delivery across the portfolio. This is a demanding role with significant interaction with management and a great opportunity to develop your knowledge of effective business controls that make a valuable contribution to the company's success and profitability.

 

Your Responsibilities:

 * Simultaneously lead multiple teams providing assurance services via financial, operational, compliance and Sarbanes Oxley 404 audits as well as advisory services such as process improvement reviews and strategic initiatives.
 * As appropriate, lead the investigation of allegations in conjunction with the Company's Standards of Business Conduct.
 * For projects assigned, ensure the development of a risk-based audit scope and appropriate audit procedures to be performed.
 * As required, review the work of the team members assigned to projects that you lead.
 * As necessary, document and assess the design of controls under review.
 * Perform audit testing to assess operating effectiveness of controls in place, prepare the appropriate work paper documentation, and conclude as required.
 * Serve as a key interface with management associated with assigned audits.
 * As necessary, lead the discussion of audit issues with management and co-develop action plans to address them timely.
 * Review the audit report in conjunction with assigned audits, ensuring that it is complete, accurate, objective, clear, concise, constructive, and timely.
 * Actively participate in the recruitment of top talent.
 * Coach and provide formal feedback to junior members of the department, including line manager of up to four reports.
 * Build and maintain strong and productive relationships with management and third parties.
 * Assist in driving the annual and ongoing risk assessment processes.
 * Innovate as relates to the department's service delivery methodology.
 * Ensure departmental resources are fully utilized.

 

Your Skills:

 * Extensive auditing experience.

 * Relevant qualified
 * Strong knowledge of, and experience with, UK/US GAAP/IFRS, the Sarbanes Oxley Act of 2002.
 * Ideal but not essential - experience with a large, publicly-held, high transaction volume business or Big 4 accounting firm.

 * Demonstrated strong analytical and technical skills that yield meaningful insight.
 * Demonstrated leadership skills.
 * Ability to communicate with impact with all levels of the organization, both written and oral.
 * Skilled in engaging productively in crucial conversations.
 * Ability to identify and assess top talent.
 * Experience coaching teams, resulting in improved performance and tangible results.
 * Strong influencing skills.
 * Ability to apply a strong business acumen to add value and operate with appropriate perspective.
 * Demonstrated ability to cultivate and build strong relationships with key internal customers and third parties.
 * Ability to act as a culture creator within the function.
 * Willingness and ability to effectively and efficiently operate in a fast-paced, change-driven environment.
 * Proficient in Microsoft Office Suite. 

 

This is a great opportunity for someone looking to move into a highly recognisable company where you will make a valuable contribution to the company's success.

 

Apply immediately if you would like to be considered for this position.","auditing,testing,assurance,risk,junior,compliance,gaap,microsoft",West London,Greater London,W12,GB
W4 2LP,[5],2018-11-28 21:43:57,2018-11-21,2018-12-21T00:00,2600261,Vehicle Technician (Training on Forklifts) ,FULL_TIME,"Wembley,Greater London,HA0,GB",Nathan Tunbridge,ASAP,[30000],2018-11-21,Rise Technical Recruitment Ltd,http://www.risetechnicalrecruitment.co.uk,75384_1542795135,https://www.technojobs.co.uk/job/2600261/vehicle-technician-training-on-forklifts/,"Vehicle Technician (Training on Forklifts) 
Candidates can live in or near:

Wembley, Greenford, Hayes, Uxbridge, Northolt, Harrow, Southall, Ickenham, Northwood

&pound;27,000 - &pound;30,000 + Training + Bonus + Progression + Pension 

Are you a Vehicle Technician looking to move out of the motor trade and build a new career with a globally recognised company who offer world class training & development? 

This is an ideal role for a Vehicle Technician who's looking to significantly expand their skillset in a thriving industry. Anyone with strong mechanical and electrical skills will be considered. 

The company are very well-known globally and are market leaders in the lifting equipment industry. They are renowned for giving their Technicians world class training, development & progression opportunities. 

In this role you will be based on site within a small team carrying out maintenance and repairs to a wide range of lifting equipment. You will receive full product training, progression opportunities, bonus's and attractive private pension. 

Here is a brilliant opportunity for a Vehicle Technician to move out of the motor trade and start a new career with a genuine world leader who will fully train and develop them into an industry expert. 

The Role

 * Vehicle Technician (Full Training on Forklifts) 
 * Based at 1 site with a small team of experienced technicians
 * Full product training, development and progression 
 * Bonus's and Pension Scheme 

The Person

 * Vehicle Technician 
 * Mechanical and Electrical Skills 
 * Wants out of the Motor Trade 
 * Wants world-class training and development 

This vacancy is being advertised by Rise Technical Recruitment Ltd. The services of Rise Technical Recruitment Ltd are that of an Employment Agency. 

Rise Technical Recruitment Ltd regrets to inform that our client can only accept applications from candidates who have a valid legal permit or right to work in the United Kingdom. Potential candidates who do not have this right or permit, or are pending an application to obtain this right or permit should not apply as your details will not be processed.","mechanical,technicians,legal",Wembley,Greater London,HA0,GB
W4 2LP,[5],2018-11-28 21:43:57,2018-11-12,2018-12-12T00:00,2595911,BACK END JAVA DEVELOPERS (JAVA 8),FULL_TIME,"Isleworth,Greater London,TW7,GB",Surekha Dadhria,,[90000],2018-11-12,Required IT Limited,http://,8188,https://www.technojobs.co.uk/job/2595911/back-end-java-developers-java-8/,"Calling all BACK END JAVA DEVELOPERS (JAVA 8) !!

Are you looking for flexible working, unlimited career development, a market leading salary + bonus?
If so I am currently recruiting for a fantastic opportunity to join a Global Enterprise Company based in West London. 
I am seeking a Java Developer with proficiency in Java 8. You will be joining a fun, collaborative, dynamic software development team that use cutting edge technology whilst working on very exciting and important projects.

Key Responsibilities
&bull;	Design, develop and test new micro-service applications.
&bull;	Collaborate with other developers, sharing and receiving knowledge.
&bull;	Create applications that scale predictably, facilitate development across multiple developers and teams and promote maintainability and extensibility.
Benefits
&bull;	Fantastic Career development with ongoing 1st class training ensuring you remain a specialist within the industry.
&bull;	Superb offices with break out areas, amazing in-house restaurants and much more!!
&bull;	Flexible hours/remote working 
&bull;	6% Pension (Employer Contribution)
&bull;	Company shuttle bus to and from the nearest stations
&bull;	Generous bonus &pound;&pound;&pound;!!
&bull;	Health care plan 
&bull;	Dental care 
&bull;	Awards for top performers. 
&bull;	Time off to volunteer, plus fundraising support.
This is a great opportunity not to be missed, if this sounds like the perfect role for you please apply today, for any further information please call me on [Telephone number removed]  and ask for Surekha ???? 
Unfortunately we are only able to respond to successful applicants. Required IT operate as an employment agency and employment business and are an equal opportunities employer.","java,software,test,developer",Isleworth,Greater London,TW7,GB
W4 2LP,[5],2018-11-28 21:43:58,2018-11-19,2018-12-19T00:00,2599176,Process Improvements Engineer ,FULL_TIME,"Twickenham,Greater London,TW1,GB",Oliver Antoine,,[50000],2018-11-19,Rise Technical Recruitment Ltd,http://www.risetechnicalrecruitment.co.uk,RTR-74735_1542623315,https://www.technojobs.co.uk/job/2599176/process-improvements-engineer/,"Energy + Process Improvement Engineer

 Twickenham, Greater London

 &pound;40,000 - &pound;55,000 + Bonus + Progression Opportunities + Support to become Chartered

 Excellent role on offer for an ambitious Process Improvements Engineer with management experience looking to join a rapidly expanding company where you will work with blue chip companies across the UK whilst having opportunities to progress your career.

Are you degree educated in Mechanical / Manufacturing or Chemical Engineering? Do you have experience reducing energy usage within the FMCG manufacturing or chemical manufacturing? industries? Do you have management experience? Are you looking to join an exciting, rapidly expanding business who will offer excellent opportunities for career progression?

This dynamic, expanding business specialise in energy, water and product waste efficiency solutions for a range of blue chip clients within food, brewing, dairy and public sector. With a growing list of clients and exciting growth plans for the next 5 years they are looking to recruit an ambitious Process Improvements Engineer to lead a team of Engineers and help drive the company through this period of sustained growth.

This is a challenging yet rewarding role where you will work on several projects at one time. You will be managing a small team of Process Improvements Engineers and travel to customers sites 2- 3 days a week to manage and deliver technical energy and process efficiency projects in the manufacturing, food, beverage and chemical sectors. You will be required to provide technical support, identify new business opportunities, prepare and support proposals for new projects whilst providing progress reports.

This is a rare and exciting role which would ideally suit an experienced Process Improvements Engineer with Management experience working within a FMCG / Chemical manufacturing environment that is looking to progress their career.

 

The Role: * Process Improvement Manager

 

* Great scope for progression

 

*Project management

 

* Working Monday to Friday with occasional overnight stays

 

* &pound;40,000 -&pound;50,000 + Bonus + Progression Opportunities + Support to become Chartered

 

The Person: * Degree Educated in Mechanical, Chemical, Process or Manufacturing Engineering

* Experience in the FMCG or Chemical manufacturing industry

* Experience of Lean Six Sigma

* Driving Licence

 

Key Words; Process Improvements Engineer, Energy, Graduate, Manager, Mechanical, Manufacturing, Chemical, Diary, Beverage, Drink, Fluid Processing, Energy, Waste, Utilities, Improvements, Efficiency, Water, FMCG, Food and Drink, Factory, Waste, Lean, Six Sigma, Green Belt, Black, Yellow, Project Management, Process Engineer, Twickenham, London. 

 

This vacancy is being advertised by Rise Technical Recruitment Ltd. The services of Rise Technical Recruitment Ltd are that of an Employment Agency.

Rise Technical Recruitment Ltd regrets to inform that our client can only accept applications from engineering candidates who have a valid legal permit or right to work in the United Kingdom. Potential candidates who do not have this right or permit, or are pending an application to obtain this right or permit should not apply as your details will not be processed.","manufacturing,engineer,support,progress,mechanical,engineering,legal",Twickenham,Greater London,TW1,GB
W4 2LP,[5],2018-11-28 21:43:58,2018-11-20,2018-12-20T00:00,2599711,Customer Service Co-ordinator,FULL_TIME,"Brentford,Greater London,TW8,GB",Oliver Southward,ASAP,[21000],2018-11-20,Rise Technical Recruitment Ltd,http://www.risetechnicalrecruitment.co.uk,RTR- 75360_1542707469,https://www.technojobs.co.uk/job/2599711/customer-service-coordinator/,"An excellent opportunity for an enthusiastic person looking to join an international, market leader in a role that offers the chance to progress your career whilst working with major, blue chip clients.

Do you have good customer services skills? Are you able to work under pressure?

Established over 40 years ago, this growing company specialise in the Services industry. As the world leaders in their field, they have seen significant growth due to their excellent service and unique innovation. With unlimited progression opportunities available, they are now looking for an ambitious Customer Service Co-ordinator to join their high profile, London based office.

In this role you will be responsible for responding to asset fault and relay instructions to relevant departments and stakeholders in an efficient manner. You will be required to log all faults to the company system whilst handling complaint calls and general customer services queries.

This role would therefore suit an enthusiastic individual with strong customer services skills and a desire to work for a multi-national organisation. You will need to have the ability to cope under pressure and the desire to offer excellent customer service skills. Training on relevant software/systems will be provided.

The Role:

* Customer/Services co-ordinator in Brentford 
* Responding to asset fault and relay instructions to relevant departments and stakeholders
* Log all faults to the company system whilst handling complaint calls
* &pound;21'000 + Bonus + Training + Excellent Benefits

The Person:

* Excellent Customer Services skills required
* Exceptional Telephone manner essential
* Must be keen to progress your career 
* Must live a commutable distance to Brentford

If you are applying for this vacancy please attach your CV in Microsoft Word format, unfortunately we cannot accept PDF files and doing so will hinder your application.

This vacancy is being advertised by Rise Technical Recruitment Ltd. The services of Rise Technical Recruitment Ltd are that of an Employment Agency.

Rise Technical Recruitment Ltd regrets to inform that our client can only accept applications from engineering candidates who have a valid legal permit or right to work in the United Kingdom. Potential candidates who do not have this right or permit, or are pending an application to obtain this right or permit should not apply as your details will not be processed.","progress,software,pdf,microsoft,legal,engineering",Brentford,Greater London,TW8,GB
W4 2LP,[5],2018-11-28 21:43:58,2018-10-29,2018-11-29T00:00,2589843,IT Support Engineer - 1st &amp; 2nd Line Service Desk Analyst,FULL_TIME,"London,Greater London,Wc1a,GB",AWDO-P4493,Permanent,[24000],2018-10-29,AWD Recruitment,http://,AWDO-P4493,https://www.technojobs.co.uk/job/2589843/it-support-engineer-1st-amp-2nd-line-service-desk-analyst/,"IT Support Engineer / 1st & 2nd Line Service Desk Analyst that has excellent troubleshooting, customer service and communication skills is required for a busy Helpdesk with an IT Company based in Central London.


SALARY: &pound;22,000 - &pound;24,000 per annum (depending on experience) + Benefits	

LOCATION: London   

WORKING HOURS: 40 Hours per Week split over the following shift pattern:

Monday to Friday 4pm to 11pm and either Saturday or Sunday 9am to 6pm (You can decide if you prefer to work on a Saturday or Sunday)


** Career Progression Opportunities **


JOB OVERVIEW

We have a fantastic new job opportunity on a busy Helpdesk for an IT Support Engineer / 1st & 2nd Line Service Desk Analyst that has excellent troubleshooting, customer service and communication skills.

Working as the IT Support Engineer / 1st & 2nd Line Service Desk Analyst you will join a small Helpdesk Team supporting a range of clients, troubleshooting and resolving any issues or escalating the issue to the 3rd Line Support Technician.

As the IT Support Engineer / 1st & 2nd Line Service Desk Analyst you will also have the opportunity to get involved on-site problem solving, IMAC (installations, moves and changes) and project management (after training), which will involve liaising with the customer, project planning and time and resource allocation. Projects range from firewall installs or upgrades and PC installs through to installation of complete green field implementations comprising of comms links, networking, server cabinets, PCs and servers.

As a successful candidate, you will have a great chance to work in a technically rewarding environment that can offer variety and opportunities to develop your skill set and further your career, within this IT Managed Service Provider that act as an outsourced IT Department for small to medium sized businesses, by implementing and supporting IT solutions based around HP, Microsoft, Symantec and SonicWALL.


APPLY TODAY

If this job looks like your ideal position then please send in your CV as soon as possible for our Recruitment Team to review.


IDEAL CANDIDATE REQUIREMENTS

As the IT Support Engineer / 1st & 2nd Line Service Desk Analyst you will have the following skills and experience:

&bull;	Must have previous second line support experience within a helpdesk and on-site environment

&bull;	Solid experience solving / troubleshooting desktop and server problems

&bull;	MCSE or equivalent qualification

&bull;	Excellent customer facing and customer service skills

&bull;	Excellent written and verbal communication skills

&bull;	Pleasant and helpful telephone manner

&bull;	Consultative background, in particular working within a managed service environment would be highly desirable

&bull;	Have the flexibility to work the shift patterns available for this role


A wide range of skills make up the Company&rsquo;s offering, with the main ones are listed below:

&bull;	Microsoft operating systems (desktop and server)
&bull;	Microsoft Exchange
&bull;	Microsoft SQL Server
&bull;	Symantec Backup Exec
&bull;	Symantec Anti-virus
&bull;	Veeam Backup
&bull;	ADSL, routers
&bull;	Dell SonicWALL Firewall/VPN/UTM/SSL-VPN
&bull;	Wireless networking
&bull;	Desktop applications


HOW TO APPLY

To be considered for this job vacancy, please submit your CV to our Recruitment Team who will review your details. CV&rsquo;s of Job Applicants meeting this requirement will be submitted to our Client for consideration. By submitting your job application to us you are hereby giving us your express consent to submit your details to our Client for this purpose.

PLEASE NOTE: CVs MUST be attached to your email job application in Microsoft Word or PDF format for our systems to process your application correctly, rather than your CV copied and pasted into the body of the email.

JOB REF: AWDO-P4493

First and Second Line IT Jobs, Careers and Vacancies. Find a new job and work in London. Recruitment Advertising and CV Sourcing services provided by AWD online.

AWD online operates as an employment agency

awd online | http://www.awdo.co.uk","support,analyst,engineer,helpdesk,firewall,vpn,symantec,sql,microsoft,awd,pdf,sonicwall",London,Greater London,Wc1a,GB
W4 2LP,[5],2018-11-28 21:43:58,2018-11-23,2018-12-23T00:00,2601351,C# Software Developer,FULL_TIME,"Wembley,Greater London,HA0,GB",Tom Reynolds,ASAP,[50000],2018-11-23,Rise Technical Recruitment Ltd,http://www.risetechnicalrecruitment.co.uk,RTR 69193ik_1542985138,https://www.technojobs.co.uk/job/2601351/c-software-developer/,"C# Software Developer 
 
 &pound;35,000 - &pound;50,000 + 33 Days Holiday + Non Contributory Pension + Bonus 
 
 Wembley, Greater London 
 
 Are you a C# Developer looking to work in a truly global company with excellent training and career opportunities to step into management or technical leadership? 
 
 You will get lots of investment in training, opportunities to travel the globe if you want and work as part of a close knit team. You will become a real go to technical expert once you've trained and there are lots of new projects on the way. 
 
 The company are a genuine industry leader established over 200 years ago and maintain their position through investment in R&D. They pride themselves on having highly skilled and well trained people across their company and provide an excellent place to work. 
 
 This would suit someone looking for an applications based developer role in C# with some experience / exposure in .NET, SQL, WCF, Winforms and File I/O as a starting point. Comprehensive training will be provided to get you to expert level. 
 
 The Role: 
 - Develop state of the art windows based applications in C# in .NET 
 - Play a lead in new projects once trained 
 - Write installshield packs, Agile methodology, develop visual studio reports 
 
 The Person: 
 - Experience in C# in a .NET environment 
 - Exposure to SQL, WCF, Winforms, File I/O 
 - Looking for lots of training and investment 
 
 Click apply now to submit your application or call Tom Reynolds at Rise Technical 
 
 Software, Developer, Engineer, Programming, C#, .NET, ADO.NET, Applications, Windows, Winforms, File Input, Output, WCF, MS-SQL, MSSQL, Wembley, Greater London.","csharp,developer,software,.net,winforms,installshield,agile,windows",Wembley,Greater London,HA0,GB
W4 2LP,[5],2018-11-28 21:43:59,2018-11-08,2018-12-08T00:00,2594394,Senior Performance Test Manager / Consultant,FULL_TIME,"London,Greater London,WC1A 2QH,GB",CV Response Team,asap,[100000],2018-11-08,AWD Recruitment,http://,AWDO-P4492,https://www.technojobs.co.uk/job/2594394/senior-performance-test-manager-consultant/,"Senior Performance Test Manager / Consultant who is passionate about performance testing and managing / mentoring teams and who is looking to re-locate overseas to Australia is required for a well-established and successful Global Company.
	
	
SALARY: Negotiable Depending on Experience + Bonus (at company&rsquo;s discretion)

BENEFITS:  Staff Benefit Scheme + Visa & Relocation Package

IMPORTANT - LOCATION: This job is based in Australia - The Company is looking for UK based candidates who want to relocate and work overseas in Australia - Visa Sponsorship and Relocation Package Available.

JOB TYPE: Full-Time, Permanent


** Relocate to Australia with VISA Sponsorship and Relocation Package **

** Exceptional Career Development Opportunities **

** Diverse Range of Projects ** 

** Clear Progression Path **

** Work for a Global, Dynamic, Market Leader **


KEY REQUIREMENTS: You must know how to architect and develop highly scalable, robust and maintainable performance solutions / scripts and lead successful teams and projects. 


JOB OVERVIEW

We have a fantastic new job opportunity for a Senior Performance Test Manager / Consultant within the Company&rsquo;s dedicated Technical Testing Team, where you will manage and deliver performance testing services to a top tier client base.   

Working as the Senior Performance Test Manager / Consultant you will manage teams and projects from end-to-end, planning, scripting and executing performance tests using a variety of tools on your own and in a team.

As the Senior Performance Test Manager / Consultant you must have experience of delivering performance test solutions with tools such as LoadRunner, JMeter and SilkPerformer.

For the right person, the Company will provide a Visa, a competitive salary, a great working environment, training, mentorship and the support you need to advance your skills and experience, whilst developing a rewarding career.

If you&rsquo;ve enjoyed the UK summer this year and would like over 200 days a year of sunshine, then Australia could be the place for you.


ABOUT THE COMPANY

As a successful candidate, you will have a great opportunity to join this well-established, market leading Company that employs over 1,500+ permanent employees globally and are currently experiencing rapid growth. Due to this rapid expansion, they are seeking highly experienced Senior Performance Test Consultants to join their teams in Australia on a permanent basis. You will be working with the best in the industry and enjoying a variety of employee incentives including award-winning career development programmes.

The Company has offices in key cities throughout Australia, including Sydney, Brisbane, Perth and Melbourne.


APPLY TODAY

If this job looks like your ideal position then please send in your CV as soon as possible for our Recruitment Team to review.


DUTIES

Your duties and responsibilities as the Senior Performance Test Manager / Consultant include:

&bull;	Develop and implement risk based performance testing for our clients and lead from the front

&bull;	Deliver information to senior project stakeholders in a format they can understand

&bull;	Deliver information to the technical team in a format they can understand

&bull;	Setup application and system monitoring to identify performance bottlenecks

&bull;	Adhere to the Company&rsquo;s high standard of delivery even in tight deadlines

&bull;	Solve complex technical problems


IDEAL CANDIDATE REQUIREMENTS

&bull;	Extensive experience managing & delivering performance test solutions with tools such as LoadRunner, JMeter or SilkPerformer etc.

&bull;	A proven track record in leading / managing successful teams 

&bull;	Passionate about performance

&bull;	You are the best performance test specialist you know

&bull;	Able to understand the difference between client side and server side performance

&bull;	Able to pick up new tools and techniques quickly

&bull;	You don't just send the report generated by your performance test tool

&bull;	You don't just record and replay

&bull;	Source control your test assets

&bull;	Confident & proud of the scripts you write

&bull;	Ability to write a fantastic document without a template


HOW TO APPLY

To be considered for this job vacancy, please submit your CV to our Recruitment Team who will review your details. CV&rsquo;s of Job Applicants meeting this requirement will be submitted to our Client for consideration. By submitting your job application to us you are hereby giving us your express consent to submit your details to our Client for this purpose.

PLEASE NOTE: CVs MUST be attached to your email job application in Microsoft Word or PDF format for our systems to process your application correctly, rather than your CV copied and pasted into the body of the email.

JOB REF: AWDO-P4492

Full-Time, Permanent IT Technical Jobs, Careers and Vacancies. Recruitment - Fina a New Job and Work in Australia. Recruitment and CV Sourcing Services provided by AWD online.

AWD online operates as an employment agency

awd online | http://www.awdo.co.uk","test,consultant,testing,jmeter,support,silkperformer,pdf,awd,microsoft,architect,risk",London,Greater London,WC1A 2QH,GB
